Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
Adapting reusable elastomeric respirators to utilise anaesthesia circuit filters using a 3D-printed adaptor; a potential alternative to address N95 shortages during the COVID-19 pandemic,"Liu, D. C. Y.; Koo, T. H.; Wong, J. K. K.; Wong, Y. H.; Fung, K. S. C.; Chan, Y.; Lim, H. S.","Summary The COVID-19 pandemic has increased demand for disposable N95 respirators. Re-usable elastomeric respirators may provide a suitable alternative. Proprietary elastomeric respirator filters may become depleted as demand increases. An alternative may be the virus/bacterial filters used in anaesthesia circuits, if they can be adequately fitted onto the elastomeric respirators. In addition, many re-usable elastomeric respirators do not filter exhaled breaths. If used for sterile procedures, this would also require modification. We designed a 3D-printed adaptor that permits elastomeric respirators to interface with anaesthesia circuit filters and created a simple modification to divert exhaled breaths through the filter. We conducted a feasibility study evaluating the performance of our modified elastomeric respirators. A convenience sample of eight volunteers was recruited. Quantitative fit testing, respiratory rate and end-tidal carbon dioxide were recorded during fit testing exercises and after one hour of wear. All eight volunteers obtained excellent quantitative fit testing throughout the trial. The mean (SD) end-tidal carbon dioxide was 4.5 (0.5) kPa and 4.6 (0.4) kPa at baseline and after one hour of wear (p = 0.148). The mean (SD) respiratory rate was 16 (4) breaths.min-1 and 17 (3) breaths.min-1 at baseline and after one hour of wear (p = 0.435). Four of eight subjects self-reported discomfort; two reported facial pressure, one reported exhalation resistance and one reported transient dizziness on exertion. Reusable elastomeric respirators to utilise anaesthesia circuit filters through a 3D-printed adaptor may be a potential alternative to disposable N95 respirators during the COVID-19 pandemic.",2020,,Anaesthesia,n/a,n/a,,,10.1111/anae.15108,26104,#141631,Liu 2020,,,141631,30-04-20
Internet Searches for Unproven COVID-19 Therapies in the United States,"Liu, Michael; Caputi, Theodore L.; Dredze, Mark; Kesselheim, Aaron S.; Ayers, John W.",,2020,,JAMA internal medicine,,,,,10.1001/jamainternmed.2020.1764,26105,#141632,Liu 2020,,,141632,30-04-20
The experiences of health-care providers during the COVID-19 crisis in China: a qualitative study,"Liu, Qian; Luo, Dan; Haase, Joan E.; Guo, Qiaohong; Wang, Xiao Qin; Liu, Shuo; Xia, Lin; Liu, Zhongchun; Yang, Jiong; Yang, Bing Xiang","BackgroundIn the early stages of the outbreak of coronavirus disease 2019 (COVID-19) in Hubei, China, the local health-care system was overwhelmed. Physicians and nurses who had no infectious disease expertise were recruited to provide care to patients with COVID-19. To our knowledge, no studies on their experiences of combating COVID-19 have been published. We aimed to describe the experiences of these health-care providers in the early stages of the outbreak.",2020,,The Lancet Global Health,,,,,10.1016/S2214-109X(20)30204-7,26106,#141633,Liu 2020,,,141633,30-04-20
Ultrasound on the Frontlines of COVID-19: Report from an International Webinar,"Liu, Rachel B.; Tayal, Vivek S.; Panebianco, Nova L.; Tung-Chen, Yale; Nagdev, Arun; Shah, Sachita; Pivetta, Emanuele; Henwood, Patricia C.; Nelson, Mathew J.; Moore, Christopher L.","Abstract The COVID-19 pandemic has spread to 185 countries with over 2.1 million confirmed cases and 145,000 deaths, as per the Johns Hopkins University COVID-19 dashboard provided at https://coronavirus.jhu.edu/map.html. Imaging modalities such as chest radiography, thoracic and cardiovascular ultrasound, and computed tomography have roles in the diagnosis, prognosis, monitoring, and therapy of COVID-19. However, the potential benefits of imaging need to be balanced against resource utilization and infectious risk.",2020,,Academic Emergency Medicine,n/a,n/a,,,10.1111/acem.14004,26107,#141634,Liu 2020,,,141634,30-04-20
"Comparative seasonalities of influenza A, B and ‘common cold’ coronaviruses – setting the scene for SARSCoV-2 infections and possible unexpected host immune interactions","Liu, Yang; Lam, Tommy T. Y.; Lai, Florence Y. L.; Krajden, Mel; Drews, Steven J.; Hachette, Todd; Fraaij, Pieter; van Kampen, Jeroen; Badarch, Darma; Nymadawa, Pagbajabyn; Tee, Kok Keng; Lee, Hong Kai; Koay, Evelyn S. C.; Jennings, Lance; Koopmans, Marion; Tang, Julian W.",,2020,,Journal of Infection,,,,,https://doi.org/10.1016/j.jinf.2020.04.032,26108,#141635,Liu 2020,,,141635,30-04-20
Care home facilities as new COVID-19 hotspots: Lombardy Region (Italy) case study,"Logar, Silvia",,2020,,Archives of Gerontology and Geriatrics,,,104087-104087,,https://doi.org/10.1016/j.archger.2020.104087,26109,#141636,Logar 2020,,,141636,30-04-20
Bovine coronavirus in neonatal calf diarrhoea in Iran,"Lotfollahzadeh, Samad; Madadgar, Omid; Reza Mohebbi, Mohammad; Reza Mokhber Dezfouli, Mohammad; George Watson, David","Abstract Partial gene sequencing for the bovine coronavirus at the World Genebank is available for many countries, which are distributed unevenly in five continents, but so far, no sequencing of strains has been recorded in Iran. One hundred ninety-four stool samples from calves with diarrhoea less than one-month old were collected from five different geographical regions of country in order to detect coronavirus and characterize it if coronavirus was found. Samples were screened for the presence of BCoV by using a commercially available ELISA kit. Furthermore, RT-PCR was carried out on positive samples for confirmation of the presence of N and S specific genes. Sequencing and phylogenetic analysis was carried out following RT-PCR tests. 7.2% of samples, were positive for BCoV and all stool samples from the South-West, Northeast and West regions of Iran were negative. The results showed that all the strains of coronavirus identified in Iran were completely in independent clusters and that they did not stand in the same cluster as any of the strains identified in other parts of the world. The strains from Iran were quite different from strains in other parts of the world but from the point of similarity these viruses showed some similarities to the European strains, such as those found in France, Croatia, Denmark and Sweden.",2020,,Veterinary Medicine and Science,n/a,n/a,,,10.1002/vms3.277,26110,#141637,Lotfollahzadeh 2020,,,141637,30-04-20
An Evolving Approach to the Laboratory Assessment of COVID-19,"Lu, Hongzhou; Stratton, Charles W.; Tang, Yi-Wei","As the COVID-19 outbreak has evolved in each country, the approach to the laboratory assessment of SARS-CoV-2 infection has had to evolve as well. This review addresses the evolving approach to the laboratory assessment of COVID-19 and discusses how algorithms for testing have been driven, in part, by the demand for testing overwhelming the capacity to accomplish such testing. This review focused on testing in the United States as this testing is evolving whereas in China and other countries such as South Korea testing is widely available and includes both molecular testing for SARS-CoV-2 as well as serological testing using both ELISA methodology and lateral flow immunoassay methodology. Although commercial testing systems are becoming available, there will likely be insufficient numbers of such tests due to high demand. Serological testing will be the next testing issue as the COVID-19 begins to subside. This will allow immunity testing as well as will allow the parameters of the COVID-19 outbreak to be defined. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25954,26111,#141638,Lu 2020,,,141638,30-04-20
Weathering COVID-19 Storm: Successful Control Measures of Five Asian Countries,"Lu, Ning; Cheng, Kai-Wen; Qamar, Nafees; Huang, Kuo-Cherh; Johnson, James A.",,2020,,American Journal of Infection Control,,,,,https://doi.org/10.1016/j.ajic.2020.04.021,26112,#141639,Lu 2020,,,141639,30-04-20
DETECCIÓN VIRAL Y RESPUESTA SEROLÓGICA EN PACIENTES CRÍTICOS INTUBADOS CON SARS-CoV-2. IMPLICACIONES PARA RETIRADA DE AISLAMIENTO,"Luis García Garmendia, José; Almodóvar, Ana Esmeralda Barrero; Amigo, Víctor Jorge; Arcos, Mercedes Ramírez; Caballero, Mónica Chávez; Martino, María del Carmen Serrano",,2020,,Medicina Intensiva,,,,,https://doi.org/10.1016/j.medin.2020.04.014,26113,#141640,LuisGarcíaGarmendia 2020,,,141640,30-04-20
"Covid-19: Scotland recommends face coverings, but England does not follow suit","Mahase, Elisabeth","The Scottish government has recommended that the public wear face coverings when in enclosed public spaces where social distancing is difficult, such as in food shops. First minister Nicola Sturgeon emphasised that the new recommendation referred to fabric face coverings rather than medical grade masks and that, although evidence was limited, face covering might stop people with asymptomatic covid-19 from spreading the virus unknowingly. After the announcement England’s health secretary, Matt Hancock, said that the UK government had not changed its position from not recommending face coverings, arguing that the evidence was “weak.” New guidance from the Scottish government on face coverings states,1 “The evidence on the use of face coverings is limited, but there may be some benefit …",2020,,BMJ,369,,m1729-m1729,,10.1136/bmj.m1729,26116,#141643,Mahase 2020,,,141643,30-04-20
Covid-19: Antibody test that claims to be 99% accurate is certified by EU,"Mahase, Elisabeth","An antibody blood test for covid-19, which the manufacturer Abbott claims is 99% accurate, has been certified for use by the European Union. The test—which has received its CE mark, meaning that it complies with EU safety rules—detects the antibody IgG to identify whether a person has had covid-19. Abbott said that the test had “demonstrated specificity and sensitivity of greater than 99% 14 days or more after symptoms started.” It has begun shipping thousands of tests to …",2020,,BMJ,369,,m1742-m1742,,10.1136/bmj.m1742,26117,#141644,Mahase 2020,,,141644,30-04-20
Global reporting of cases of COVID-19 in psoriasis and atopic dermatitis: an opportunity to inform care during a pandemic,"Mahil, S. K.; Yiu, Z. Z. N.; Mason, K. J.; Dand, N.; Coker, B.; Wall, D.; Fletcher, G.; Bosma, A.; Capon, F.; Iversen, L.; Langan, S. M.; Di Meglio, P.; Musters, A.; Prieto-Merino, D.; Tsakok, T.; Warren, R. B.; Flohr, C.; Spuls, P.; Griffiths, C. E. M.; Barker, J.; Irvine, A. D.; Smith, C. H.; The Secure-Ad, PsoPROTECT study groups","Abstract We wish to bring your attention to the PsoPROTECT (Psoriasis Patient Registry for Outcomes, Therapy and Epidemiology of Covid-19 infecTion) and SECURE-AD (Surveillance Epidemiology of Coronavirus Under Research Exclusion-Atopic Dermatitis) registries; two urgent global initiatives that address an unmet need for delineating the determinants of COVID-19 outcomes in the common cutaneous immune-mediated inflammatory diseases (IMIDs) psoriasis and atopic dermatitis.",2020,,British Journal of Dermatology,n/a,n/a,,,10.1111/bjd.19161,26118,#141645,Mahil 2020,,,141645,30-04-20
