Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,Colquitt,0.784,0.000,0.332,0.000,10 out of 10,9 out of 9,10 out of 10,0.828,0.000,0.430,0.400,5 out of 10,0 out of 9,5 out of 10,10 out of 10,0.781,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,0.769,1 out of 10,Not Available,1 out of 10,0.852,0.091,0.742,0.511,5 out of 10,3 out of 9,5 out of 10,0.000000,0.000000,0.054054,0.000000,10 out of 10,9 out of 9,10 out of 10
110107,"MEDICAL CENTER, NAVICENT HEALTH (THE)",777 HEMLOCK STREET,MACON,GA,31201,Bibb,0.784,0.000,0.689,0.751,1 out of 10,0 out of 9,1 out of 10,0.828,0.000,0.741,0.384,5 out of 10,4 out of 9,5 out of 10,5 out of 10,0.781,0.000,2.136,0.935,0 out of 10,5 out of 9,5 out of 10,0.722,0.000,1.783,0.878,0 out of 10,5 out of 9,5 out of 10,0.815,0.000,0.844,1.531,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,1.414,1.097,0 out of 10,2 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,Emanuel,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.536,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
110115,WELLSTAR ATLANTA MEDICAL CENTER,"303 PARKWAY DRIVE, NE",ATLANTA,GA,30312,Fulton,0.784,0.000,1.671,1.405,0 out of 10,1 out of 9,1 out of 10,0.828,0.000,3.414,1.028,0 out of 10,6 out of 9,6 out of 10,0 out of 10,0.781,0.000,0.000,2.361,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.337,1.609,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.677,0.017,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
110121,GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE",CAIRO,GA,39828,Grady,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.889,1.907,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31602,Lowndes,0.784,0.000,0.094,1.105,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.467,0.781,1 out of 10,0 out of 9,1 out of 10,10 out of 10,0.781,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.722,0.000,1.059,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.332,1.161,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.677,0.763,2 out of 10,0 out of 9,2 out of 10,0.000000,0.000000,0.034483,0.067797,0 out of 10,0 out of 9,0 out of 10
110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,Wayne,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.364,0.547,4 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.083333,0.068493,0 out of 10,1 out of 9,1 out of 10
110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,Laurens,0.784,0.000,3.025,2.137,0 out of 10,2 out of 9,2 out of 10,0.828,0.000,0.753,1.340,0 out of 10,0 out of 9,0 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.852,0.091,1.539,1.180,0 out of 10,2 out of 9,2 out of 10,0.000000,0.000000,0.019608,0.000000,10 out of 10,9 out of 9,10 out of 10
110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,Toombs,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,0.895,0 out of 10,0 out of 9,0 out of 10,Not Available,0.781,0.000,1.694,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.224,0.865,0 out of 10,3 out of 9,3 out of 10,0.000000,0.000000,0.020408,0.023256,0 out of 10,0 out of 9,0 out of 10
110129,ST FRANCIS HOSPITAL,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,Muscogee,0.784,0.000,0.842,1.265,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.616,0.751,1 out of 10,0 out of 9,1 out of 10,10 out of 10,0.781,0.000,1.540,0.000,10 out of 10,9 out of 9,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.681,0.871,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,1.895,1.096,0 out of 10,4 out of 9,4 out of 10,0.000000,0.000000,0.006410,0.000000,10 out of 10,9 out of 9,10 out of 10
110132,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,Decatur,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.012500,0 out of 10,0 out of 9,0 out of 10
110135,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,Pulaski,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.924,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.142857,0.000000,10 out of 10,9 out of 9,10 out of 10
110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,Cobb,0.784,0.000,1.383,0.942,0 out of 10,3 out of 9,3 out of 10,0.828,0.000,0.350,1.441,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.781,0.000,0.610,0.223,7 out of 10,6 out of 9,7 out of 10,0.722,0.000,0.195,1.278,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.208,0.914,0 out of 10,2 out of 9,2 out of 10,0.852,0.091,1.079,0.092,9 out of 10,9 out of 9,9 out of 10,0.000000,0.000000,0.035714,0.030769,0 out of 10,1 out of 9,1 out of 10
110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,SAINT MARYS,GA,31558,Camden,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.745,1.504,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.071429,0 out of 10,0 out of 9,0 out of 10
110150,NAVICENT HEALTH BALDWIN,821 NORTH COBB STREET,MILLEDGEVILLE,GA,31061,Baldwin,0.784,0.000,0.851,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.641,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.769,0.365,6 out of 10,8 out of 9,8 out of 10,0.000000,0.000000,0.000000,0.040000,0 out of 10,0 out of 9,0 out of 10
110153,PERRY HOSPITAL,1120 MORNINGSIDE DR,PERRY,GA,31069,Houston,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.362,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,Fulton,0.784,0.000,0.625,0.335,6 out of 10,4 out of 9,6 out of 10,0.828,0.000,0.834,0.647,2 out of 10,2 out of 9,2 out of 10,3 out of 10,0.781,0.000,0.525,0.347,6 out of 10,3 out of 9,6 out of 10,0.722,0.000,0.695,0.754,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.011,0.570,3 out of 10,4 out of 9,4 out of 10,0.852,0.091,0.601,0.454,5 out of 10,2 out of 9,5 out of 10,0.000000,0.000000,0.039120,0.012048,0 out of 10,6 out of 9,6 out of 10
110164,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,MACON,GA,31217,Bibb,0.784,0.000,1.876,1.138,0 out of 10,3 out of 9,3 out of 10,0.828,0.000,0.752,0.548,4 out of 10,2 out of 9,4 out of 10,2 out of 10,0.781,0.000,0.484,0.671,2 out of 10,0 out of 9,2 out of 10,0.722,0.000,1.450,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.748,2.205,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.608,1.036,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.056604,0 out of 10,0 out of 9,0 out of 10
110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,30274,Clayton,0.784,0.000,0.984,0.676,2 out of 10,3 out of 9,3 out of 10,0.828,0.000,1.941,0.413,5 out of 10,7 out of 9,7 out of 10,10 out of 10,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.815,0.000,2.049,1.386,0 out of 10,3 out of 9,3 out of 10,0.852,0.091,0.731,0.062,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.009091,0.007407,0 out of 10,1 out of 9,1 out of 10
110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,Floyd,0.784,0.000,1.961,0.298,6 out of 10,8 out of 9,8 out of 10,0.828,0.000,1.830,0.866,0 out of 10,5 out of 9,5 out of 10,1 out of 10,0.781,0.000,0.324,0.701,1 out of 10,0 out of 9,1 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.149,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,0.658,0.578,4 out of 10,1 out of 9,4 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,Richmond,0.784,0.000,2.996,0.798,0 out of 10,7 out of 9,7 out of 10,0.828,0.000,1.599,0.911,0 out of 10,4 out of 9,4 out of 10,6 out of 10,0.781,0.000,0.000,0.252,7 out of 10,0 out of 9,7 out of 10,0.722,0.000,0.000,0.488,3 out of 10,0 out of 9,3 out of 10,0.815,0.000,4.418,2.136,0 out of 10,5 out of 9,5 out of 10,0.852,0.091,0.405,0.803,1 out of 10,0 out of 9,1 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,Douglas,0.784,0.000,1.087,1.262,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.702,0.953,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,0.000,0.894,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,1.506,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.550,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
110189,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,Fannin,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.610,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,Henry,0.784,0.000,1.802,1.162,0 out of 10,3 out of 9,3 out of 10,0.828,0.000,1.372,0.220,7 out of 10,8 out of 9,8 out of 10,4 out of 10,0.781,0.000,1.119,0.869,0 out of 10,2 out of 9,2 out of 10,0.722,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.815,0.000,2.398,2.399,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.511,0.143,9 out of 10,8 out of 9,9 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,Gwinnett,0.784,0.000,0.574,0.212,7 out of 10,6 out of 9,7 out of 10,0.828,0.000,1.119,1.397,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.781,0.000,2.086,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.815,0.000,1.282,0.321,6 out of 10,7 out of 9,7 out of 10,0.852,0.091,0.593,0.534,4 out of 10,1 out of 9,4 out of 10,0.000000,0.000000,0.023810,0.028571,0 out of 10,0 out of 9,0 out of 10
110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,Seminole,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,0.747,2 out of 10,Not Available,2 out of 10,0.000000,0.000000,0.083333,0.023810,0 out of 10,7 out of 9,7 out of 10
110198,WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,Fulton,0.784,0.000,0.803,0.801,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.756,1.012,0 out of 10,0 out of 9,0 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.784,1.312,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.887,0.360,6 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.050000,0.033333,0 out of 10,3 out of 9,3 out of 10
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,Muscogee,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,0.776,1 out of 10,Not Available,1 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.470,5 out of 10,0 out of 9,5 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
110201,COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,MACON,GA,31210,Bibb,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,1.230,2.206,0 out of 10,0 out of 9,0 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.529,1.241,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,Fayette,0.784,0.000,0.119,0.325,6 out of 10,0 out of 9,6 out of 10,0.828,0.000,0.176,0.413,5 out of 10,0 out of 9,5 out of 10,0 out of 10,0.781,0.000,0.820,1.033,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.799,0.915,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.665,0.860,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.257,0.135,9 out of 10,7 out of 9,9 out of 10,0.000000,0.000000,0.045045,0.021277,0 out of 10,5 out of 9,5 out of 10
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,Pickens,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.468,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.025000,0.000000,10 out of 10,9 out of 9,10 out of 10
110226,EMORY HILLANDALE HOSPITAL,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,DeKalb,0.784,0.000,4.720,0.726,1 out of 10,8 out of 9,8 out of 10,0.828,0.000,0.857,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.006,0.961,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
110229,"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30265,Coweta,0.784,0.000,1.399,0.246,7 out of 10,8 out of 9,8 out of 10,0.828,0.000,1.719,0.000,10 out of 10,9 out of 9,10 out of 10,6 out of 10,0.781,0.000,3.501,1.112,0 out of 10,6 out of 9,6 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.672,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,0.440,0.092,9 out of 10,9 out of 9,9 out of 10,0.000000,0.000000,0.000000,0.013158,0 out of 10,0 out of 9,0 out of 10
110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,Gwinnett,0.784,0.000,1.222,1.148,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,2.003,0.789,1 out of 10,6 out of 9,6 out of 10,2 out of 10,0.781,0.000,1.145,0.860,0 out of 10,2 out of 9,2 out of 10,0.722,0.000,0.929,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,0.714,2 out of 10,0 out of 9,2 out of 10,0.852,0.091,1.028,0.473,5 out of 10,5 out of 9,5 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,Coweta,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,6 out of 10,0.781,0.000,1.262,0.623,2 out of 10,5 out of 9,5 out of 10,0.722,0.000,1.983,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.282,0.463,5 out of 10,0 out of 9,5 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,Honolulu,0.784,0.000,0.389,0.316,6 out of 10,1 out of 9,6 out of 10,0.828,0.000,0.122,0.747,1 out of 10,0 out of 9,1 out of 10,7 out of 10,0.781,0.000,1.870,0.515,4 out of 10,7 out of 9,7 out of 10,0.722,0.000,2.516,0.964,0 out of 10,6 out of 9,6 out of 10,0.815,0.000,0.320,0.237,7 out of 10,2 out of 9,7 out of 10,0.852,0.091,0.822,0.574,4 out of 10,3 out of 9,4 out of 10,0.000000,0.000000,0.011236,0.000000,10 out of 10,9 out of 9,10 out of 10
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,Maui,0.784,0.000,0.619,0.963,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.248,2.505,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.781,0.000,0.399,0.372,5 out of 10,0 out of 9,5 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.581,0.334,6 out of 10,4 out of 9,6 out of 10,0.852,0.091,0.335,0.565,4 out of 10,0 out of 9,4 out of 10,0.000000,0.000000,0.000000,0.019231,0 out of 10,0 out of 9,0 out of 10
120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,WAHIAWA,HI,96786,Honolulu,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.273,0.400,6 out of 10,0 out of 9,6 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
