"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-1 Measure Rate","ASC-1 Footnote","ASC-2 Measure Rate","ASC-2 Footnote","ASC-3 Measure Rate","ASC-3 Footnote","ASC-4 Measure Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-10 Rate","ASC-10 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote"
THE SURGERY CENTER OF ALTA BATES SUMMIT MEDICAL CENTER LLC,55C0001028,1245327493,OAKLAND,CA,94609,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,2.07,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE SURGERY CENTER OF CENTRAL PA,39C0001174,1245331628,ALLENWOOD,PA,17810,2018,0,,0,,0,,0.332,,N/A,5,N/A,5,4.89,,N/A,1,0.22,,N/A,N/A,N/A,N/A,N/A,5
MOUNTAIN EMPIRE CATARACT AND EYE SURGERY CENTER,44C0001129,1245340603,BRISTOL,TN,37620,2018,0.912,,0,,0,,0.456,,N/A,5,N/A,5,N/A,5,N/A,5,0.1,,N/A,N/A,N/A,N/A,N/A,5
WICHITA ENDOSCOPY CENTER LLC,17C0001072,1245343912,WICHITA,KS,67226,2018,0,,0,,0,,0,,96.83,,93.65,,N/A,5,N/A,5,N/A,5,479,No Different than the National Rate,11.9,8.7,16.1,
KAISER PERMANENTE SURGERY CTR,06C0001028,1245344407,DENVER,CO,80205,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LOUISVILLE SURGERY CENTER,18C0001039,1245346923,LOUISVILLE,KY,40202,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.77,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTROINTESTINAL ASSOCIATES ENDOSCOPY CENTER LLC,25C0001033,1245352327,FLOWOOD,MS,39232,2018,0,,0,,0,,0.184,,93.83,,70.17,,N/A,5,N/A,5,N/A,5,8835,No Different than the National Rate,11.8,10,13.9,
CHARLES SUNG MD PC DBA RETINA LASER EYE CENTER,50C0001236,1245358050,KENNEWICK,WA,99336,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,25.22,,N/A,N/A,N/A,N/A,N/A,5
NEWPORT BAY SURGERY CENTER LLC,05C0001826,1245372531,NEWPORT BEACH,CA,92663,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.24,,N/A,N/A,N/A,N/A,N/A,5
PACIFIC COAST SPINE INSTITUTE AND PAIN CENTER,05C0001872,1245393602,HUNTINGTON BEACH,CA,92647,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KUMAR SURGICAL CENTER LLC,23C0001064,1245399757,ROCHESTER HILLS,MI,48309,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001194,1245427228,TOWSON,MD,21204,2018,0,,0.436,,0,,0.436,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EASTERN MASSACHUSETTS SURGERY CENTER LLC,22C0001070,1245436823,NORWOOD,MA,2062,2018,0,,0,,0,,1.289,,96.61,,36.86,,N/A,5,100,,0.4,,503,No Different than the National Rate,12.4,9,16.6,
MDSINE LLC,22C0001068,1245450295,SPRINGFIELD,MA,1104,2018,0.437,,0,,0,,0,,N/A,5,N/A,5,N/A,5,94.12,,0.45,,N/A,N/A,N/A,N/A,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,38C0001092,1245471788,PORTLAND,OR,97209,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.11,,N/A,N/A,N/A,N/A,N/A,5
NORTHWEST AMBULATORY SURGERY CENTER LLC,38C0001067,1245482280,PORTLAND,OR,97209,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CAPITOL SURGICAL CENTER LLC,21C0001399,1245529189,BETHESDA,MD,20817,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHESTERFIELD ASC LLC,26C0001143,1245566744,CHESTERFIELD,MO,63017,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MEMORIAL CARE SURGICAL CENTER AT SADDLEBACK LLC,05C0001616,1245575919,LAGUNA WOODS,CA,92637,2018,0,,0,,0,,0,,58.46,,21.43,,N/A,5,99.74,,N/A,5,440,No Different than the National Rate,11.4,8.4,15.7,
MOHAWK VALLEY EYE SURGERY CENTER,33C0001132,1245580711,AMSTERDAM,NY,12010,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HARBOR HEIGHTS SURGERY CENTER LLC,21C0001581,1245605633,OXON HILL,MD,20745,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANTIA SURGICAL LLC,21C0001572,1245620871,BELTSVILLE,MD,20705,2018,0,,35.714,,0,,35.714,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SHADELANDS ENDOVASCULAR LLC,05C0002146,1245620954,WALNUT CREEK,CA,94598,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARK RIDGE SURGERY CENTER LLC,06C0001153,1245635093,LONE TREE,CO,80124,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,0.13,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AFFINITY SURGERY CENTER LLC,29C0001108,1245654342,LAS VEGAS,NV,89147,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,95.24,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GEORIGA INTERVENTIONAL PAIN LLC,11C0001417,1245654615,LAWRENCEVILLE,GA,30046,2018,0,,0,,0,,1.335,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGCENTER OF PLANO LLC,45C0001561,1245657840,PLANO,TX,75093,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WHITE PLAINS AMBULATORY SURGERY CENTER,33C0001156,1245664986,WEST HARRISON,NY,10604,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FOCUS HAND SURGICENTER LLC,06C0001141,1245749258,ENGLEWOOD,CO,80113,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH PARK HEART VASCULAR SURGERY CENTER,45C0001661,1245759356,DALLAS,TX,75243,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS HEALTH SURGERY CENTER BEDFORD LLC DBA TEXAS HEALTH SURGERY CENTER BEDFORD,45C0001633,1245768209,BEDFORD,TX,76021,2018,0,,0,,0,,0,,30.56,,77.78,,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
FRESENIUS VASCULAR CARE ST LOUIS ASC,26C0001159,1245781459,FLORISSANT,MO,63031,2018,0,,0,,0,,3.205,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST DOMINIC AMBULATORY SURGERY CENTER LLC,25C0001023,1255303517,JACKSON,MS,39216,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,0,,77,No Different than the National Rate,12.3,8.8,17.1,
GREATER SACRAMENTO SURGERY CENTER,05C0001033,1255309803,SACRAMENTO,CA,95821,2018,0,,0,,0,,0,,66.67,,N/A,1,N/A,5,59.98,,0,,443,No Different than the National Rate,11.7,8.5,16.3,
SURGERY CENTER OF MELBOURNE,10C0001280,1255311635,MELBOURNE,FL,32901,2018,0,,0,,0,,0.693,,46.12,,59.61,,N/A,5,N/A,5,N/A,5,2583,No Different than the National Rate,11.7,9.3,14.8,
MAZZOCCO AMBULATORY SURGICAL CENTER,05C0001014,1255314662,VAN NUYS,CA,91405,2018,0,,0,,0,,0,,N/A,5,N/A,5,100,,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE DISEASE ENDOSCOPY CENTER,14C0001111,1255332805,NORMAL,IL,61761,2018,0,,0,,0,,0,,95.91,,80.41,,N/A,5,N/A,5,N/A,5,2182,No Different than the National Rate,14.7,11.6,18.7,
GUAM SURGICENTER LLC,65C0001000,1255338000,TAMUNING,GU,96913,2018,0,,0,,0,,0,,0,,81.82,,N/A,5,99.42,,0.49,,209,No Different than the National Rate,12.5,9.1,17.5,
BISMARCK SURGICAL ASSOCIATES LLC,35C0001015,1255339628,BISMARCK,ND,58501,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0,,N/A,N/A,N/A,N/A,N/A,5
MILLMANDERR CENTER FOR EYE CARE PC,23C0001018,1255342366,ROCHESTER HILLS,MI,48307,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BEACON ORTHOPAEDICS SURGERY CENTER,36C0001171,1255345229,CINCINNATI,OH,45241,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.8,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BEACON WEST SURGICAL CENTER,36C0001223,1255345229,CINCINNATI,OH,45247,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.8,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OMEGA SURGERY CENTER LLC,28C0001010,1255346045,OMAHA,NE,68154,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.05,,N/A,N/A,N/A,N/A,N/A,5
MARYLAND EYE SURGERY CENTER LLC,21C0001333,1255347050,PRINCE FREDERICK,MD,20678,2018,0,,0,,0,,0,,N/A,5,N/A,5,100,,N/A,5,1.23,,N/A,N/A,N/A,N/A,N/A,5
FOOT AND ANKLE SURGERY ASSOCIATES INC PS,50C0001219,1255351714,TUMWATER,WA,98512,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SIMI SURGERY CENTER INC,05C0001773,1255354486,SIMI VALLEY,CA,93065,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,984,No Different than the National Rate,13.6,10.3,18.1,
CENTRAL JERSEY SURGERY CENTER LLC,31C0001118,1255361259,EATONTOWN,NJ,7724,2018,0,,0,,0,,0,,6.35,,14.29,,N/A,1,100,,N/A,1,258,No Different than the National Rate,12.6,9.1,17.4,
CHESTERFIELD SURGERY CENTER,26C0001082,1255373601,CHESTERFIELD,MO,63005,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,0.65,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SURGERY CENTER OF SANTE FE,32C0001110,1255373676,SANTA FE,NM,87505,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.16,,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER OF SOUTH JERSEY P C,31C0001058,1255376653,VINELAND,NJ,8360,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,810,No Different than the National Rate,13.1,10,17.5,
SURGERY CENTER OF CHATTANOOGA LP,44C0001005,1255386348,CHATTANOOGA,TN,37404,2018,0,,0,,0,,0.94,,N/A,5,N/A,5,N/A,5,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CARROLL COUNTY EYE SURGERY CENTER LLC,21C0001394,1255390670,WESTMINSTER,MD,21157,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.38,,N/A,N/A,N/A,N/A,N/A,5
DOCTORS HOSPITAL SURGERY CENTER LP,11C0001052,1255394771,EVANS,GA,30809,2018,0,,0,,0,,0,,25,,88.89,,N/A,5,0.36,,N/A,5,209,No Different than the National Rate,12.9,9.5,17.8,
JOLIET SURGERY CENTER LIMITED PARTNERSHIP,14C0001005,1255397808,JOLIET,IL,60435,2018,0.515,,0,,0,,0,,88.24,,92.71,,100,,97.92,,0,,1572,No Different than the National Rate,12,9.3,15.8,
SURGERY CENTER OF DES MOINES WEST,16C0001025,1255397964,WEST DES MOINES,IA,50266,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,0.45,,600,No Different than the National Rate,12.4,9,16.9,
SURGERY CENTER OF BUCKS COUNTY,39C0001057,1255404398,WARMINSTER,PA,18974,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,1,0.2,,N/A,N/A,N/A,N/A,N/A,5
OASIS SURGERY CENTER LP,05C0001840,1255429700,PALMDALE,CA,93551,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,97.33,,0.71,,N/A,N/A,N/A,N/A,N/A,5
CARROLLTON ORTHOPAEDIC SURGERY CENTER,11C0001287,1255434221,CARROLLTON,GA,30117,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PASADENA SURGERY CENTER INC A MEDICAL CORPORATION,05C0001525,1255436028,PASADENA,CA,91105,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DOWNTOWN BALTIMORE SURGERY CENTER LLC,21C0001334,1255446910,BALTIMORE,MD,21230,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,116,No Different than the National Rate,12.1,8.5,17,
LYNN EYE SURGICENTER,55C0001003,1255472841,THOUSAND OAKS,CA,91360,2018,0,,0,,0,,0.736,,N/A,5,N/A,5,N/A,5,N/A,5,0.33,,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGERY CENTER OF BOCA RATON LLC,10C0001493,1255486494,BOCA RATON,FL,33496,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
IOWA CITY AMBULATORY SURGICAL CENTER LLC,16C0001029,1255500781,IOWA CITY,IA,52245,2018,0,,0.87,,0,,0.87,,N/A,1,97.37,,N/A,5,99.6,,0.09,,42,No Different than the National Rate,12,8.6,17.1,
WILLOUGHBY SURGERY CENTER LLC,36C0001256,1255503553,WILLOUGHBY,OH,44094,2018,0,,0,,0,,4.049,,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER OF MICHIGAN LLC,23C0001101,1255510525,TROY,MI,48083,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.23,,N/A,N/A,N/A,N/A,N/A,5
CONROE TX ENDOSCOPY ASC LLC DBA RIVER OAKS ENDOSCOPY CENTER,45C0001340,1255526265,CONROE,TX,77304,2018,0,,0.717,,0,,4.304,,100,,100,,N/A,5,N/A,5,N/A,5,2482,No Different than the National Rate,12.1,9.6,15.5,
MAPLE LAWN SURGERY CENTER,21C0001491,1255577045,FULTON,MD,20759,2018,0,,1.669,,0,,0,,36.59,,26.67,,N/A,5,93.65,,N/A,5,172,No Different than the National Rate,11.5,8,15.7,
BARNET DULANEY PERKINS EYE CENTER PLLC,03C0001340,1255604534,TUCSON,AZ,85704,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
MCBRIDE SURGICAL CENTER LLC,31C0001293,1255618468,WOODLAND PARK,NJ,7424,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RED HILLS SURGICAL CENTER LLC,10C0001561,1255634044,TALLAHASSEE,FL,32308,2018,0,,0,,0,,3.802,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF FAIRBANKS LLC,02C0001012,1255652285,FAIRBANKS,AK,99709,2018,0,,0,,0,,0,,89.89,,73.86,,N/A,5,100,,0,,187,No Different than the National Rate,13,9.3,18,
TEXOMA REGIONAL EYE INSTITUTE LLC,37C0001065,1255655726,DURANT,OK,74701,2018,0,,0,,0,,0,,N/A,5,N/A,5,98,,N/A,5,0.25,,N/A,N/A,N/A,N/A,N/A,5
BROOKLYN SURGERY CTR,33C0001138,1255675062,BROOKLYN,NY,11204,2018,0,,0,,0,,0,,2.43,,10.94,,N/A,5,100,,N/A,5,2389,No Different than the National Rate,10.1,7.8,13,
NORTHPOINTE SURGICAL CENTER LLC,46C0001058,1255676920,TOOELE,UT,84074,2018,0,,0,,0,,0,,87.5,,100,,N/A,5,97.45,,0.3,,166,No Different than the National Rate,11.8,8.5,16.3,
SUMMIT ATLANTIC SURGERY CENTER LLC,31C0001313,1255728499,FLORHAM PARK,NJ,7932,2018,0,,0,,0,,0,,57.69,,N/A,5,N/A,5,0,,0.29,,415,No Different than the National Rate,12.1,8.9,16.3,
ORTHOPAEDIC SURGICAL INSTITUTE,23C0001118,1255746087,ROCHESTER HILLS,MI,48307,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CATARACT AND LASER INSTITUTE,36C0001057,1255792453,OREGON,OH,43616,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,2.38,,N/A,N/A,N/A,N/A,N/A,5
GOSHEN HEALTH SURGERY CENTER LLC,15C0002002,1255796017,GOSHEN,IN,46526,2018,0,,0,,0,,3.534,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,213,No Different than the National Rate,12.5,9.1,17.5,
BLOOMFIELD ASC LLC,07C0001065,1255797726,BLOOMFIELD,CT,6002,2018,0,,0.674,,0,,0,,N/A,5,N/A,5,N/A,5,99.61,,0.55,,N/A,N/A,N/A,N/A,N/A,5
EVANGELICAL COMMUNITY HOSPITAL,39C0001222,1255829347,LEWISBURG,PA,17837,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,202,No Different than the National Rate,11.9,8.7,16.3,
EYE SURGERY CENTER OF KNOXVILLE LLC,44C0001194,1255860383,POWELL,TN,37849,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MIDATLANTIC ENDOSCOPY LLC DBA MID ATLANTIC GASTROINTESTINAL CENTER,39C0001129,1255872784,LANCASTER,PA,17601,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,999,No Different than the National Rate,11.9,8.8,16.1,
VIP SURG ASC LLC,45C0001652,1255875126,CONROE,TX,77304,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NORTHWEST ORTHOPAEDIC SPECIALISTS PS,50C0001233,1265401202,SPOKANE,WA,99204,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.88,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH RIVER SURGERY CENTER LLC,04C0001035,1265404669,SHERWOOD,AR,72120,2018,0.673,,0,,0,,0,,87,,69.67,,N/A,5,N/A,1,0,,665,No Different than the National Rate,11.6,8.6,15.8,
THE EYE SURGERY CENTER,07C0001004,1265405203,BLOOMFIELD,CT,6002,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.11,,N/A,N/A,N/A,N/A,N/A,5
NAPLES DAY SURGERY LLC DBA NAPLES DAY SURGERY SOUTH,10C0001034,1265407142,NAPLES,FL,34102,2018,0,,0,,0,,0.332,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,696,No Different than the National Rate,11,8.2,14.8,
AUBURN SURGERY CENTER INC,26C0001048,1265431670,CAPE GIRARDEAU,MO,63703,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,76.61,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SALLY K BALIN AMBULATORY SURGICAL CENTER INC,39C0001073,1265434740,MEDIA,PA,19063,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
POCONO AMBULATORY SURGERY CENTER LTD,39C0001020,1265435176,STROUDSBURG,PA,18360,2018,0.381,,0,,0,,0,,100,,3.97,,N/A,5,97.22,,0.23,,1806,No Different than the National Rate,11.5,8.9,14.8,
ANMED HEALTH MEDICUS SURGERY CENTER LLC,42C0001004,1265435614,ANDERSON,SC,29621,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.38,,95,No Different than the National Rate,12.1,8.8,16.9,
REGIONAL UROLOGY ASC LLC,19C0001073,1265437743,SHREVEPORT,LA,71106,2018,0,,0,,0,,0.93,,N/A,5,N/A,5,N/A,5,98.25,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER OF CHATTANOOGA LLC,44C0001167,1265438303,CHATTANOOGA,TN,37421,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,1,0.11,,N/A,N/A,N/A,N/A,N/A,5
CONWAY ENDOSCOPY CENTER INC,04C0001049,1265439632,CONWAY,AR,72034,2018,0,,0,,0,,0,,95.12,,84.16,,N/A,5,N/A,5,N/A,5,992,Worse than the National Rate,16.2,12.3,21.4,
THE ENDOSCOPY CENTER OF SOUTHEAST GEORGIA INC,11C0001056,1265439830,VIDALIA,GA,30474,2018,0,,0,,0,,0,,86.75,,88.74,,N/A,5,N/A,5,N/A,5,546,No Different than the National Rate,11.2,8.2,15.2,
BRIGHTON SURGERY CENTER LLC,33C0001073,1265442537,ROCHESTER,NY,14618,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.31,,N/A,N/A,N/A,N/A,N/A,5
THE ENDOSCOPY CENTER AT BEL AIR,21C0001366,1265455463,BEL AIR,MD,21015,2018,0,,0,,0,,0,,76.79,,60.37,,N/A,5,N/A,5,N/A,5,440,No Different than the National Rate,12.6,9.2,17.3,
EYE SURGERY CENTER OF WOOSTER,36C0001050,1265462881,WOOSTER,OH,44691,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.14,,N/A,N/A,N/A,N/A,N/A,5
TAMARAC SURGERY CENTER LLC DBA THE SURGERY CENTER OF FT LAUDERDALE,10C0001302,1265466288,LAUDERDALE LAKES,FL,33319,2018,0,,0,,0,,0,,52.08,,54.17,,N/A,5,N/A,5,N/A,5,1352,No Different than the National Rate,10.6,8,14,
MANALAPAN SURGERY CENTER INC,31C0001190,1265481147,MANALAPAN,NJ,7726,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,86.05,,N/A,5,82,No Different than the National Rate,11.9,8.6,16.6,
WEST RIVER ENDOSCOPY,41C0001008,1265484810,PROVIDENCE,RI,2904,2018,0.907,,0,,0,,0,,98.47,,99.38,,N/A,5,N/A,5,N/A,5,2151,No Different than the National Rate,14.4,11.2,18.4,
ROCKFORD AMBULATORY SURGERY CENTER,14C0001069,1265486849,ROCKFORD,IL,61107,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,94.22,,0.36,,N/A,N/A,N/A,N/A,N/A,5
ORSESHOE SURGERY CENTER LLC DBA LAKEWOOD SURGERY CENTER,24C0001053,1265487474,GRAND RAPIDS,MN,55744,2018,0,,0,,0,,0,,100,,81.08,,N/A,5,28.03,,0.14,,68,No Different than the National Rate,12,8.5,16.3,
SPECIALITY SURGERY CENTER OF CNY,33C0001045,1265488563,LIVERPOOL,NY,13088,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,21.69,,0.05,,N/A,N/A,N/A,N/A,N/A,5
CORAL VIEW SURGERY CENTER LLC,10C0001205,1265494553,MIAMI,FL,33144,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,227,No Different than the National Rate,12.1,8.8,16.7,
EXECUTIVE WOODS AMBULATORY SURGERY CENTER LLC,33C0001054,1265495451,ALBANY,NY,12205,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,84.62,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
INGRAM INVESTMENTS LLC,45C0001235,1265511463,MIDLAND,TX,79701,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.04,,N/A,N/A,N/A,N/A,N/A,5
SEVEN HILLS SURGERY CENTER LLC,29C0001053,1265519821,HENDERSON,NV,89052,2018,0,,0,,0,,1.099,,58.33,,71.88,,N/A,5,98.52,,N/A,5,769,No Different than the National Rate,12.6,9.4,17,
SOUTH FLORIDA AMBULATORY SURGICAL CENTER LLC,10C0001428,1265534556,SOUTH MIAMI,FL,33143,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,2.03,,35,No Different than the National Rate,12.4,9,17.2,
SUFFOLK SURGERY CENTER LLC,33C0001053,1265538151,SHIRLEY,NY,11967,2018,0,,0,,0,,0,,10,,58.82,,N/A,5,N/A,1,0.53,,409,No Different than the National Rate,12.3,9,17,
GREAT LAKES EYE SURGERY CENTER LLC,23C0001077,1265542849,SAGINAW,MI,48603,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.6,,N/A,N/A,N/A,N/A,N/A,5
CIGNA OUTPATIENT SURGERY,03C0001223,1265544191,PHOENIX,AZ,85012,2018,0,,0,,0,,0,,99.09,,99.12,,N/A,5,94.12,,0.41,,52,No Different than the National Rate,12.8,9.1,18.1,
ELITE SURGICAL CENTER LLC,31C0001206,1265546691,WAYNE,NJ,7470,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AUGUSTA ENDOSCOPY CENTER LLC,11C0001220,1265561419,EVANS,GA,30809,2018,0,,0,,0,,0,,92.69,,23.9,,N/A,5,N/A,5,N/A,5,3425,No Different than the National Rate,12.7,10.1,16,
COLUMBIA POINT GASTROENTEROLOGY,50C0001240,1265564371,RICHLAND,WA,99352,2018,0,,0,,0,,0,,87.78,,100,,N/A,5,N/A,5,N/A,5,678,No Different than the National Rate,13.3,9.8,18.1,
ENDOSCOPY CENTER OF LONG ISLAND LLC,33C0001070,1265574768,GARDEN CITY,NY,11530,2018,0,,0,,0,,0,,29.73,,32.26,,N/A,5,100,,N/A,5,3026,No Different than the National Rate,10.3,8.1,13.1,
PACIFIC CATARACT AND LASER INSTITUTE INC PC,38C0001038,1265609945,TUALATIN,OR,97062,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.14,,N/A,N/A,N/A,N/A,N/A,5
