Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
100175,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,ARCADIA,FL,34265,DeSoto,51.80,79.08,87.12,78.24,81.65,3 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,79.88,81.28,1 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,67.31,82.58,10 out of 10,9 out of 9,10 out of 10,20.33,51.14,62.50,41.48,56.23,5 out of 10,7 out of 9,7 out of 10,26.16,63.30,73.86,69.33,72.65,8 out of 10,7 out of 9,8 out of 10,41.92,65.72,79.42,67.98,73.07,5 out of 10,4 out of 9,5 out of 10,66.72,87.44,92.11,90.16,87.04,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,72.48,73.78,2 out of 10,1 out of 9,2 out of 10,36,19
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,Palm Beach,51.80,79.08,87.12,77.02,72.65,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.66,73.81,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,60.28,61.34,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,46.15,49.07,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,57.47,61.28,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,60.95,57.29,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,84.97,84.69,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,66.74,67.16,0 out of 10,0 out of 9,0 out of 10,3,12
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,Brevard,51.80,79.08,87.12,83.79,83.24,5 out of 10,0 out of 9,5 out of 10,50.67,80.41,88.44,81.55,80.67,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,65.14,67.94,2 out of 10,1 out of 9,2 out of 10,20.33,51.14,62.50,55.03,56.26,5 out of 10,1 out of 9,5 out of 10,26.16,63.30,73.86,68.98,66.89,4 out of 10,0 out of 9,4 out of 10,41.92,65.72,79.42,68.58,69.33,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,88.69,88.60,3 out of 10,0 out of 9,3 out of 10,32.47,71.59,85.12,74.95,76.27,4 out of 10,1 out of 9,4 out of 10,27,20
100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,Duval,51.80,79.08,87.12,72.86,74.07,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,76.62,72.29,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,57.29,58.89,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,44.56,46.30,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,57.03,60.00,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,62.84,62.14,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,82.75,82.19,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,63.79,62.71,0 out of 10,0 out of 9,0 out of 10,1,14
100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,Pinellas,51.80,79.08,87.12,76.77,74.73,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,74.75,72.05,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.59,68.38,2 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,47.57,49.07,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,61.99,63.89,1 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,61.36,61.46,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,82.16,84.50,0 out of 10,2 out of 9,2 out of 10,32.47,71.59,85.12,65.63,67.58,0 out of 10,0 out of 9,0 out of 10,7,14
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,Miami-Dade,51.80,79.08,87.12,76.27,Not Available,Not Available,Not Available,Not Available,50.67,80.41,88.44,80.35,Not Available,Not Available,Not Available,Not Available,35.74,65.07,80.14,65.55,Not Available,Not Available,Not Available,Not Available,20.33,51.14,62.50,63.83,Not Available,Not Available,Not Available,Not Available,26.16,63.30,73.86,60.53,Not Available,Not Available,Not Available,Not Available,41.92,65.72,79.42,71.83,Not Available,Not Available,Not Available,Not Available,66.72,87.44,92.11,85.46,Not Available,Not Available,Not Available,Not Available,32.47,71.59,85.12,63.13,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,Miami-Dade,51.80,79.08,87.12,79.44,79.89,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,81.38,78.64,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,65.26,74.06,6 out of 10,5 out of 9,6 out of 10,20.33,51.14,62.50,37.09,45.93,0 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,65.84,69.09,5 out of 10,4 out of 9,5 out of 10,41.92,65.72,79.42,65.80,68.90,3 out of 10,2 out of 9,3 out of 10,66.72,87.44,92.11,84.03,81.12,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,62.41,65.95,0 out of 10,1 out of 9,1 out of 10,19,13
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,Miami-Dade,51.80,79.08,87.12,74.32,77.86,0 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,79.34,79.18,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,58.78,69.72,3 out of 10,5 out of 9,5 out of 10,20.33,51.14,62.50,35.54,42.24,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,59.88,64.15,1 out of 10,3 out of 9,3 out of 10,41.92,65.72,79.42,64.74,66.31,1 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,80.76,78.86,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,56.43,65.39,0 out of 10,3 out of 9,3 out of 10,16,11
100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,Broward,51.80,79.08,87.12,72.40,70.62,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,74.86,71.90,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,58.13,58.63,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,42.68,44.02,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,60.37,57.46,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,55.98,55.78,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,80.33,75.62,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,64.14,63.30,0 out of 10,0 out of 9,0 out of 10,0,8
100191,MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401",TRINITY,FL,34655,Pasco,51.80,79.08,87.12,77.25,76.65,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,76.07,72.58,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,66.29,66.24,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,47.65,52.58,2 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,62.93,61.50,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,68.58,66.72,1 out of 10,0 out of 9,1 out of 10,66.72,87.44,92.11,85.55,84.17,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,70.54,71.33,0 out of 10,0 out of 9,0 out of 10,5,14
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,Broward,51.80,79.08,87.12,77.70,78.96,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,76.49,81.90,2 out of 10,4 out of 9,4 out of 10,35.74,65.07,80.14,63.93,66.27,1 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,53.08,54.90,3 out of 10,1 out of 9,3 out of 10,26.16,63.30,73.86,61.01,66.54,3 out of 10,4 out of 9,4 out of 10,41.92,65.72,79.42,63.01,70.17,3 out of 10,4 out of 9,4 out of 10,66.72,87.44,92.11,82.71,84.41,0 out of 10,1 out of 9,1 out of 10,32.47,71.59,85.12,77.02,76.40,4 out of 10,0 out of 9,4 out of 10,22,17
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,Alachua,51.80,79.08,87.12,75.19,74.04,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,78.43,75.81,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,58.10,57.50,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,49.83,50.21,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,62.40,62.50,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,56.14,53.80,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,84.96,83.91,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.67,65.58,0 out of 10,0 out of 9,0 out of 10,0,9
100206,MEMORIAL HOSPITAL OF TAMPA,2901 W SWANN AVE,TAMPA,FL,33609,Hillsborough,51.80,79.08,87.12,78.05,76.31,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.05,76.27,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,60.69,67.64,2 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,49.83,50.73,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,62.64,60.77,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,64.89,68.11,2 out of 10,2 out of 9,2 out of 10,66.72,87.44,92.11,83.35,82.35,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,67.64,68.27,0 out of 10,0 out of 9,0 out of 10,5,15
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,Miami-Dade,51.80,79.08,87.12,75.62,74.65,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,78.69,76.89,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,60.07,61.20,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,38.80,40.84,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,62.72,61.23,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,61.49,55.68,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,77.76,78.13,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,62.91,57.84,0 out of 10,0 out of 9,0 out of 10,0,11
100211,ADVENTHEALTH DADE CITY,13100 FT KING RD,DADE CITY,FL,33525,Pasco,51.80,79.08,87.12,70.75,71.58,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,74.51,66.53,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,61.11,59.83,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,42.00,45.22,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,60.16,54.07,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,61.54,60.30,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,81.92,81.38,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,59.19,59.91,0 out of 10,0 out of 9,0 out of 10,1,10
100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,Marion,51.80,79.08,87.12,74.06,74.23,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,75.94,72.75,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,59.72,62.66,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,46.66,48.89,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,58.49,59.13,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,59.13,56.66,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,83.79,82.18,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,66.46,63.44,0 out of 10,0 out of 9,0 out of 10,2,12
100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,Manatee,51.80,79.08,87.12,71.19,73.94,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,74.83,74.38,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,54.94,60.57,0 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,43.44,47.48,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,57.04,59.28,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,53.68,55.42,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,84.96,82.82,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,59.32,64.71,0 out of 10,2 out of 9,2 out of 10,8,11
100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,Indian River,51.80,79.08,87.12,69.87,65.49,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,77.94,75.31,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,54.43,57.37,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,45.12,41.80,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,53.45,59.47,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,60.00,62.60,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,83.29,78.11,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,59.57,55.67,0 out of 10,0 out of 9,0 out of 10,4,10
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTORS WAY,FORT MYERS,FL,33912,Lee,51.80,79.08,87.12,73.82,77.69,0 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,70.91,74.59,0 out of 10,2 out of 9,2 out of 10,35.74,65.07,80.14,58.51,62.44,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,48.79,50.28,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,56.65,60.38,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,60.67,60.20,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.80,85.82,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,69.02,68.62,0 out of 10,0 out of 9,0 out of 10,8,15
100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,Okaloosa,51.80,79.08,87.12,77.56,73.49,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,79.78,73.51,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,66.03,66.40,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,50.79,47.58,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,65.58,63.28,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,65.33,58.69,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.14,82.60,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,66.38,60.63,0 out of 10,0 out of 9,0 out of 10,1,14
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,Broward,51.80,79.08,87.12,72.18,74.25,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,74.49,74.23,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,57.81,64.54,0 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,42.47,44.00,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,62.72,59.95,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,63.32,64.00,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,81.28,79.27,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,59.80,63.10,0 out of 10,1 out of 9,1 out of 10,5,12
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,Clay,51.80,79.08,87.12,74.63,74.15,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,75.32,73.43,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,56.32,58.34,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,47.62,49.51,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,58.68,56.82,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,61.73,60.40,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.40,84.36,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,64.07,65.07,0 out of 10,0 out of 9,0 out of 10,1,15
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,Broward,51.80,79.08,87.12,69.43,66.78,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,75.34,73.10,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,53.93,55.36,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,38.00,40.46,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,57.48,54.13,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,55.18,54.97,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,80.64,77.80,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,57.94,54.21,0 out of 10,0 out of 9,0 out of 10,1,10
100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,Broward,51.80,79.08,87.12,84.99,83.16,5 out of 10,0 out of 9,5 out of 10,50.67,80.41,88.44,79.94,78.18,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,75.24,72.25,5 out of 10,0 out of 9,5 out of 10,20.33,51.14,62.50,58.80,55.74,4 out of 10,0 out of 9,4 out of 10,26.16,63.30,73.86,70.77,69.65,6 out of 10,0 out of 9,6 out of 10,41.92,65.72,79.42,72.28,74.20,6 out of 10,2 out of 9,6 out of 10,66.72,87.44,92.11,85.27,84.91,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,76.48,77.12,4 out of 10,0 out of 9,4 out of 10,30,17
100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,Escambia,51.80,79.08,87.12,80.60,79.42,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,78.62,76.47,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,72.01,67.21,2 out of 10,0 out of 9,2 out of 10,20.33,51.14,62.50,54.59,56.13,4 out of 10,1 out of 9,4 out of 10,26.16,63.30,73.86,66.01,67.75,4 out of 10,2 out of 9,4 out of 10,41.92,65.72,79.42,67.92,64.05,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.43,85.64,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,75.05,72.34,1 out of 10,0 out of 9,1 out of 10,12,17
100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,Putnam,51.80,79.08,87.12,75.47,78.96,0 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,78.86,79.42,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.38,66.24,1 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,45.94,49.76,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,61.98,64.77,2 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,64.40,63.36,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.16,84.40,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,63.07,65.36,0 out of 10,1 out of 9,1 out of 10,9,16
100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,Charlotte,51.80,79.08,87.12,74.38,72.16,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,73.64,69.66,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,56.83,59.52,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,46.63,47.44,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,57.91,57.90,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,48.45,47.24,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.61,84.49,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,61.36,60.89,0 out of 10,0 out of 9,0 out of 10,1,4
100238,NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,Pinellas,51.80,79.08,87.12,75.50,74.73,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,74.57,70.95,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,63.02,67.60,2 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,46.73,47.68,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,60.50,57.63,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,62.32,57.93,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,83.38,83.72,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,65.60,66.79,0 out of 10,0 out of 9,0 out of 10,2,13
100242,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,Bay,51.80,79.08,87.12,74.56,73.22,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,78.34,74.17,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,57.78,59.71,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,47.46,49.57,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,57.24,60.53,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,58.67,57.83,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.40,83.75,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,66.88,64.58,0 out of 10,0 out of 9,0 out of 10,2,13
100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,Hillsborough,51.80,79.08,87.12,73.19,74.72,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,74.04,72.38,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,58.06,63.17,0 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,44.61,47.67,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,58.09,61.05,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,60.08,60.98,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,84.59,83.22,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,62.03,62.79,0 out of 10,0 out of 9,0 out of 10,5,14
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,Lee,51.80,79.08,87.12,72.59,77.41,0 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,71.79,73.66,0 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,55.09,58.13,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,47.50,47.86,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,55.68,58.02,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,60.19,59.29,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.85,85.79,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,60.43,63.93,0 out of 10,1 out of 9,1 out of 10,7,14
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,Saint Lucie,51.80,79.08,87.12,71.29,68.15,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,72.02,70.33,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,59.12,59.14,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,41.70,40.46,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,58.08,53.63,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,53.53,51.02,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,82.56,81.51,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,59.20,55.81,0 out of 10,0 out of 9,0 out of 10,0,7
100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,Pinellas,51.80,79.08,87.12,76.38,72.30,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,76.11,72.40,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,63.31,62.50,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,47.51,49.18,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,59.32,58.80,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,59.50,57.02,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.06,84.10,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,66.87,63.54,0 out of 10,0 out of 9,0 out of 10,1,12
