"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure ID","Measure Name","Denominator","Observed Rate Per 1,000","Footnote","Start Date","End Date"
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1181,0.85,20,07/01/2016,06/30/2018
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-3,Pressure Ulcer Rate,4545,1.54,20,07/01/2016,06/30/2018
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-4,Death among surgical inpatients with serious treatable complications Rate,45,66.67,20,07/01/2016,06/30/2018
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-6,"Iatrogenic pneumothorax, adult Rate",7492,0.67,20,07/01/2016,06/30/2018
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4428,0.23,20,07/01/2016,06/30/2018
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-8,In-Hospital Fall With Hip Fracture Rate,6825,0.15,20,07/01/2016,06/30/2018
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1190,2.52,20,07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-3,Pressure Ulcer Rate,378,2.65,20,07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-6,"Iatrogenic pneumothorax, adult Rate",632,0,20,07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,432,0,20,07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-8,In-Hospital Fall With Hip Fracture Rate,557,0,20,07/01/2016,06/30/2018
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,701,0,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-11,Postoperative Respiratory Failure Rate,669,0,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1011,1.98,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-13,Postoperative Sepsis Rate,623,1.61,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-14,Postoperative Wound Dehiscence Rate,241,0,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,623,0,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-3,Pressure Ulcer Rate,2475,0,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-6,"Iatrogenic pneumothorax, adult Rate",4643,0,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,2699,0,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-8,In-Hospital Fall With Hip Fracture Rate,4161,0,20,07/01/2016,06/30/2018
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,982,1.02,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1041,0,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-11,Postoperative Respiratory Failure Rate,942,2.12,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1935,2.58,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-13,Postoperative Sepsis Rate,1120,1.79,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-14,Postoperative Wound Dehiscence Rate,744,0,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1930,0,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-3,Pressure Ulcer Rate,6586,0.3,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-4,Death among surgical inpatients with serious treatable complications Rate,54,37.04,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-6,"Iatrogenic pneumothorax, adult Rate",11261,0,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5798,0.17,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-8,In-Hospital Fall With Hip Fracture Rate,9755,0,20,07/01/2016,06/30/2018
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1849,2.16,20,07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-3,Pressure Ulcer Rate,974,0,20,07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-6,"Iatrogenic pneumothorax, adult Rate",1646,0,20,07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1169,0,20,07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-8,In-Hospital Fall With Hip Fracture Rate,1481,0,20,07/01/2016,06/30/2018
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1239,2.42,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-11,Postoperative Respiratory Failure Rate,856,8.18,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2193,4.56,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-13,Postoperative Sepsis Rate,1192,5.87,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-14,Postoperative Wound Dehiscence Rate,659,1.52,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1911,1.05,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-3,Pressure Ulcer Rate,7613,0.53,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-4,Death among surgical inpatients with serious treatable complications Rate,53,169.81,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-6,"Iatrogenic pneumothorax, adult Rate",11647,0.34,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,6384,0,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-8,In-Hospital Fall With Hip Fracture Rate,10307,0.1,20,07/01/2016,06/30/2018
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2096,1.91,20,07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,77,0,20,07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-14,Postoperative Wound Dehiscence Rate,39,0,20,07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,108,0,20,07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-3,Pressure Ulcer Rate,1947,1.03,20,07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-6,"Iatrogenic pneumothorax, adult Rate",3088,0,20,07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,2139,0,20,07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-8,In-Hospital Fall With Hip Fracture Rate,2803,0.36,20,07/01/2016,06/30/2018
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,PSI-9,Perioperative Hemorrhage or Hematoma Rate,72,0,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,288,0,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-11,Postoperative Respiratory Failure Rate,280,7.14,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,450,0,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-13,Postoperative Sepsis Rate,266,0,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-14,Postoperative Wound Dehiscence Rate,168,5.95,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,506,0,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-3,Pressure Ulcer Rate,2630,0.38,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-6,"Iatrogenic pneumothorax, adult Rate",4475,0,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,3012,0,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-8,In-Hospital Fall With Hip Fracture Rate,4006,0,20,07/01/2016,06/30/2018
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,PSI-9,Perioperative Hemorrhage or Hematoma Rate,433,0,20,07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,31,0,20,07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,109,0,20,07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-3,Pressure Ulcer Rate,1403,0,20,07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-6,"Iatrogenic pneumothorax, adult Rate",1895,0,20,07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1308,0,20,07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-8,In-Hospital Fall With Hip Fracture Rate,1629,0,20,07/01/2016,06/30/2018
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,PSI-9,Perioperative Hemorrhage or Hematoma Rate,31,0,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,2041,1.96,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-11,Postoperative Respiratory Failure Rate,1378,7.26,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,3045,3.28,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-13,Postoperative Sepsis Rate,1959,5.62,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-14,Postoperative Wound Dehiscence Rate,957,3.13,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,2137,0.94,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-3,Pressure Ulcer Rate,7956,0.38,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,121,173.55,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-6,"Iatrogenic pneumothorax, adult Rate",12543,0.08,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,7622,0.13,20,07/01/2016,06/30/2018
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,PSI-8,In-Hospital Fall With Hip Fracture Rate,11306,0.09,20,07/01/2016,06/30/2018
