"Facility Name","Facility ID","State","Fiscal Year","PSI-90 Start Date","PSI-90 End Date","PSI-90 W Z Score","PSI-90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
COMMUNITY HOSPITAL EAST,150074,IN,2020,07/01/2016,06/30/2018,-0.7788,,0.3999,,1.9460,,1.1122,,-0.5657,,0.6217,,01/01/2017,12/31/2018,0.4559,,Yes,
BLUFFTON REGIONAL MEDICAL CENTER,150075,IN,2020,07/01/2016,06/30/2018,-0.4128,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.1877,,No,
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,IN,2020,07/01/2016,06/30/2018,0.3009,,N/A,5,-1.5354,,1.8527,,N/A,5,0.5015,,01/01/2017,12/31/2018,0.2799,,No,
DEACONESS HOSPITAL INC,150082,IN,2020,07/01/2016,06/30/2018,-0.5020,,-0.6483,,-0.0417,,0.7677,,0.6219,,-0.0364,,01/01/2017,12/31/2018,0.0269,,No,
ST VINCENT HOSPITAL & HEALTH SERVICES,150084,IN,2020,07/01/2016,06/30/2018,-0.1466,,-0.0436,,-0.7088,,-0.9197,,0.2609,,-0.5382,,01/01/2017,12/31/2018,-0.3493,,No,
HIGHPOINT HEALTH,150086,IN,2020,07/01/2016,06/30/2018,-0.0191,,-0.3559,,1.2600,,-0.6471,,0.9423,,1.9710,,01/01/2017,12/31/2018,0.5252,,Yes,
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,150088,IN,2020,07/01/2016,06/30/2018,0.1686,,-0.6821,,-0.7373,,1.2890,,-0.1922,,0.4865,,01/01/2017,12/31/2018,0.0554,,No,
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150089,IN,2020,07/01/2016,06/30/2018,-0.5771,,-0.0715,,-0.3591,,1.1804,,-0.7674,,0.3963,,01/01/2017,12/31/2018,-0.0331,,No,
FRANCISCAN HEALTH DYER,150090,IN,2020,07/01/2016,06/30/2018,-0.8120,,-0.6284,,-0.0455,,-0.3523,,-0.0825,,0.3813,,01/01/2017,12/31/2018,-0.2566,,No,
PARKVIEW HUNTINGTON HOSPITAL,150091,IN,2020,07/01/2016,06/30/2018,-0.0762,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.9474,,Yes,
MAJOR HOSPITAL,150097,IN,2020,07/01/2016,06/30/2018,0.0023,,-1.4459,,1.2353,,-1.5000,,N/A,5,0.8952,,01/01/2017,12/31/2018,-0.1626,,No,
ST VINCENT EVANSVILLE,150100,IN,2020,07/01/2016,06/30/2018,0.1118,,0.0081,,-0.6384,,0.2795,,0.0414,,-0.3339,,01/01/2017,12/31/2018,-0.0886,,No,
PARKVIEW WHITLEY HOSPITAL,150101,IN,2020,07/01/2016,06/30/2018,-0.1261,,N/A,5,N/A,5,N/A,5,N/A,5,-1.4608,,01/01/2017,12/31/2018,-0.7935,,No,
STARKE HOSPITAL,150102,IN,2020,07/01/2016,06/30/2018,-0.0984,,N/A,5,N/A,5,N/A,5,N/A,5,0.8050,,01/01/2017,12/31/2018,0.3533,,Yes,
WITHAM HEALTH SERVICES,150104,IN,2020,07/01/2016,06/30/2018,-0.2151,,N/A,5,N/A,5,N/A,5,N/A,5,-1.5990,,01/01/2017,12/31/2018,-0.9070,,No,
FRANCISCAN HEALTH LAFAYETTE,150109,IN,2020,07/01/2016,06/30/2018,1.2661,,0.2806,,1.4709,,-1.2458,,-0.7002,,1.2648,,01/01/2017,12/31/2018,0.3894,,Yes,
COLUMBUS REGIONAL HOSPITAL,150112,IN,2020,07/01/2016,06/30/2018,-0.4229,,0.9728,,1.3759,,1.1196,,-0.2046,,0.1920,,01/01/2017,12/31/2018,0.5054,,Yes,
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,IN,2020,07/01/2016,06/30/2018,2.3575,,-1.1555,,0.0419,,-0.1221,,-0.6559,,1.9710,,01/01/2017,12/31/2018,0.4061,,Yes,
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,2020,07/01/2016,06/30/2018,-0.4337,,-1.4459,,1.2771,,0.2887,,-1.4453,,-0.8508,,01/01/2017,12/31/2018,-0.4350,,No,
COMMUNITY HOSPITAL,150125,IN,2020,07/01/2016,06/30/2018,1.2217,,-0.3142,,0.5378,,0.3348,,-0.3710,,0.4775,,01/01/2017,12/31/2018,0.3144,,No,
FRANCISCAN HEALTH CROWN POINT,150126,IN,2020,07/01/2016,06/30/2018,-1.2188,,-0.6961,,0.2756,,0.0271,,-0.1781,,0.4895,,01/01/2017,12/31/2018,-0.2168,,No,
COMMUNITY HOSPITAL SOUTH,150128,IN,2020,07/01/2016,06/30/2018,-0.6972,,1.6371,,1.0661,,0.8506,,0.0379,,0.1649,,01/01/2017,12/31/2018,0.5099,,Yes,
KOSCIUSKO COMMUNITY HOSPITAL,150133,IN,2020,07/01/2016,06/30/2018,-0.2528,,N/A,5,-1.5354,,-1.5000,,N/A,5,-0.6404,,01/01/2017,12/31/2018,-0.9822,,No,
PARKVIEW NOBLE HOSPITAL,150146,IN,2020,07/01/2016,06/30/2018,-0.5358,,N/A,5,N/A,5,N/A,5,N/A,5,0.8170,,01/01/2017,12/31/2018,0.1406,,No,
WOMEN'S HOSPITAL THE,150149,IN,2020,07/01/2016,06/30/2018,-0.1798,,1.1598,,N/A,5,-1.0947,,-1.4453,,-1.9626,,01/01/2017,12/31/2018,-0.7045,,No,
DUPONT HOSPITAL LLC,150150,IN,2020,07/01/2016,06/30/2018,0.6414,,1.5019,,1.1250,,-0.3726,,-1.4453,,-0.2317,,01/01/2017,12/31/2018,0.2031,,No,
ST VINCENT HEART CENTER OF INDIANA LLC,150153,IN,2020,07/01/2016,06/30/2018,-1.5258,,-0.4017,,1.3322,,N/A,5,N/A,5,-1.1032,,01/01/2017,12/31/2018,-0.4246,,No,
ST VINCENT CARMEL HOSPITAL INC,150157,IN,2020,07/01/2016,06/30/2018,-1.3482,,-0.3838,,-0.0436,,-0.7687,,-0.1267,,-0.9499,,01/01/2017,12/31/2018,-0.6035,,No,
IU HEALTH WEST HOSPITAL,150158,IN,2020,07/01/2016,06/30/2018,-1.3983,,0.1274,,-0.1482,,0.3422,,-1.4453,,-0.6344,,01/01/2017,12/31/2018,-0.5261,,No,
ORTHOINDY HOSPITAL,150160,IN,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.7442,,No,
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,150161,IN,2020,07/01/2016,06/30/2018,-1.4025,,2.1941,,0.1502,,-0.2418,,-0.8754,,-1.1062,,01/01/2017,12/31/2018,-0.2136,,No,
FRANCISCAN HEALTH INDIANAPOLIS,150162,IN,2020,07/01/2016,06/30/2018,1.5854,,1.5894,,0.1958,,0.2279,,0.1618,,1.4962,,01/01/2017,12/31/2018,0.8761,,Yes,
FRANCISCAN HEALTH MUNSTER,150165,IN,2020,07/01/2016,06/30/2018,0.3368,,1.4502,,2.1854,,-0.2123,,-0.2772,,0.5706,,01/01/2017,12/31/2018,0.6756,,Yes,
PINNACLE HOSPITAL,150166,IN,2020,07/01/2016,06/30/2018,-0.9124,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.5293,,Yes,
ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,150167,IN,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.7442,,No,
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,150168,IN,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,N/A,5,N/A,5,-0.2257,,01/01/2017,12/31/2018,-0.8758,,No,
COMMUNITY HOSPITAL NORTH,150169,IN,2020,07/01/2016,06/30/2018,0.1372,,0.8514,,0.9122,,0.6498,,-0.8011,,0.2731,,01/01/2017,12/31/2018,0.3371,,Yes,
PHYSICIANS' MEDICAL CENTER LLC,150172,IN,2020,07/01/2016,06/30/2018,-0.8122,,N/A,5,N/A,5,-1.5000,,N/A,5,N/A,5,01/01/2017,12/31/2018,-1.1561,,No,
INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,150173,IN,2020,07/01/2016,06/30/2018,-1.2767,,-0.9089,,-0.4142,,0.0271,,-1.4453,,-0.0665,,01/01/2017,12/31/2018,-0.6807,,No,
UNITY MEDICAL AND SURGICAL HOSPITAL,150177,IN,2020,07/01/2016,06/30/2018,-0.5715,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.5715,,No,
FAIRBANKS,150179,IN,2020,07/01/2016,06/30/2018,0.0085,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-0.9771,,No,
ST VINCENT FISHERS HOSPITAL INC,150181,IN,2020,07/01/2016,06/30/2018,0.0229,,N/A,5,N/A,5,N/A,5,N/A,5,-0.6675,,01/01/2017,12/31/2018,-0.3223,,No,
MONROE HOSPITAL,150183,IN,2020,07/01/2016,06/30/2018,-0.6905,,N/A,5,N/A,5,1.8712,,N/A,5,0.3302,,01/01/2017,12/31/2018,0.5036,,Yes,
ST VINCENT NEIGHBORHOOD HOSPITAL,150184,IN,2020,07/01/2016,06/30/2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,N/A,5,No,
UNITYPOINT HEALTH-MARSHALLTOWN,160001,IA,2020,07/01/2016,06/30/2018,-0.5666,,N/A,5,-1.5354,,-1.5000,,N/A,5,-0.2137,,01/01/2017,12/31/2018,-0.9539,,No,
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,160005,IA,2020,07/01/2016,06/30/2018,-0.2331,,N/A,5,N/A,5,2.0996,,N/A,5,1.9710,,01/01/2017,12/31/2018,1.2791,,Yes,
UNITYPOINT HEALTH - KEOKUK,160008,IA,2020,07/01/2016,06/30/2018,-0.1712,,N/A,5,N/A,5,N/A,5,N/A,5,1.4240,,01/01/2017,12/31/2018,0.6264,,Yes,
TRINITY MUSCATINE,160013,IA,2020,07/01/2016,06/30/2018,-0.5070,,N/A,5,N/A,5,2.0996,,N/A,5,-0.5292,,01/01/2017,12/31/2018,0.3545,,Yes,
TRINITY REGIONAL MEDICAL CENTER,160016,IA,2020,07/01/2016,06/30/2018,1.0511,,-1.4459,,-0.8703,,-0.7908,,N/A,5,-0.5202,,01/01/2017,12/31/2018,-0.5152,,No,
IOWA LUTHERAN HOSPITAL,160024,IA,2020,07/01/2016,06/30/2018,-1.0131,,-0.3917,,1.8833,,-0.8608,,0.7440,,-0.3940,,01/01/2017,12/31/2018,-0.0054,,No,
CHI HEALTH MERCY COUNCIL BLUFFS,160028,IA,2020,07/01/2016,06/30/2018,-1.0938,,-0.6344,,-0.9349,,0.6922,,-0.5055,,0.0357,,01/01/2017,12/31/2018,-0.4068,,No,
MERCY HOSPITAL,160029,IA,2020,07/01/2016,06/30/2018,-1.3696,,-0.0476,,-1.0071,,-1.5000,,-1.4453,,0.8471,,01/01/2017,12/31/2018,-0.7538,,No,
MARY GREELEY MEDICAL CENTER,160030,IA,2020,07/01/2016,06/30/2018,-0.8455,,0.1871,,0.4960,,0.0014,,-1.4453,,0.3903,,01/01/2017,12/31/2018,-0.2027,,No,
SKIFF MEDICAL CENTER,160032,IA,2020,07/01/2016,06/30/2018,-0.2528,,N/A,5,N/A,5,N/A,5,N/A,5,-0.8688,,01/01/2017,12/31/2018,-0.5608,,No,
GENESIS MEDICAL CENTER-DAVENPORT,160033,IA,2020,07/01/2016,06/30/2018,1.3751,,0.2249,,0.2452,,0.1948,,-0.5320,,-0.3369,,01/01/2017,12/31/2018,0.1952,,No,
MERCYONE CEDAR FALLS MEDICAL CENTER,160040,IA,2020,07/01/2016,06/30/2018,0.5597,,N/A,5,-1.5354,,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.3317,,Yes,
ST LUKES HOSPITAL,160045,IA,2020,07/01/2016,06/30/2018,-1.1515,,-0.7895,,-1.1933,,-1.2219,,-0.5674,,-0.2197,,01/01/2017,12/31/2018,-0.8572,,No,
METHODIST JENNIE EDMUNDSON,160047,IA,2020,07/01/2016,06/30/2018,-1.3811,,-0.3877,,-0.7392,,1.0109,,-1.4453,,0.4895,,01/01/2017,12/31/2018,-0.4088,,No,
GREAT RIVER MEDICAL CENTER,160057,IA,2020,07/01/2016,06/30/2018,2.3575,,-0.8731,,0.5302,,0.9722,,-0.6913,,0.0928,,01/01/2017,12/31/2018,0.3981,,Yes,
UNIVERSITY OF IOWA HOSPITAL & CLINICS,160058,IA,2020,07/01/2016,06/30/2018,0.2909,,0.0896,,-0.1064,,1.9246,,-0.3816,,0.3633,,01/01/2017,12/31/2018,0.3634,,Yes,
MERCY MEDICAL CENTER-NORTH IOWA,160064,IA,2020,07/01/2016,06/30/2018,-0.0788,,-0.2048,,-0.0341,,-0.9547,,-0.4612,,0.0237,,01/01/2017,12/31/2018,-0.2850,,No,
MERCYONE WATERLOO MEDICAL CENTER,160067,IA,2020,07/01/2016,06/30/2018,-0.7806,,-0.3002,,-1.3777,,-1.5000,,-0.5922,,-0.9770,,01/01/2017,12/31/2018,-0.9213,,No,
MERCYONE DUBUQUE MEDICAL CENTER,160069,IA,2020,07/01/2016,06/30/2018,0.0452,,-0.3440,,-1.2142,,-0.2400,,-0.7126,,0.5616,,01/01/2017,12/31/2018,-0.3173,,No,
MERCY MEDICAL CENTER - CEDAR RAPIDS,160079,IA,2020,07/01/2016,06/30/2018,1.8075,,-0.4971,,0.1635,,0.9925,,-0.2188,,0.2160,,01/01/2017,12/31/2018,0.4106,,Yes,
MERCYONE CLINTON MEDICAL CENTER,160080,IA,2020,07/01/2016,06/30/2018,-1.2272,,1.2910,,-0.8513,,-0.0502,,-0.0913,,1.2167,,01/01/2017,12/31/2018,0.0480,,No,
IOWA METHODIST MEDICAL CENTER,160082,IA,2020,07/01/2016,06/30/2018,-0.2325,,-0.0138,,0.6481,,-0.3100,,-0.1126,,0.2280,,01/01/2017,12/31/2018,0.0345,,No,
MERCYONE DES MOINES MEDICAL CENTER,160083,IA,2020,07/01/2016,06/30/2018,2.0013,,-0.2684,,-0.3762,,0.7659,,-0.7090,,0.7389,,01/01/2017,12/31/2018,0.3587,,Yes,
OTTUMWA REGIONAL HEALTH CENTER,160089,IA,2020,07/01/2016,06/30/2018,0.0728,,N/A,5,-0.0684,,0.1708,,0.2715,,-1.5720,,01/01/2017,12/31/2018,-0.2250,,No,
BROADLAWNS MEDICAL CENTER,160101,IA,2020,07/01/2016,06/30/2018,0.1089,,-1.4459,,1.5374,,N/A,5,N/A,5,-1.5960,,01/01/2017,12/31/2018,-0.3489,,No,
TRINITY BETTENDORF,160104,IA,2020,07/01/2016,06/30/2018,-0.7241,,2.0767,,0.6595,,0.5485,,-0.2913,,0.1679,,01/01/2017,12/31/2018,0.4062,,Yes,
ALLEN HOSPITAL,160110,IA,2020,07/01/2016,06/30/2018,-1.5258,,-0.0178,,-0.4959,,-0.4629,,-0.3073,,-0.4391,,01/01/2017,12/31/2018,-0.5415,,No,
SPENCER MUNICIPAL HOSPITAL,160112,IA,2020,07/01/2016,06/30/2018,-0.4747,,N/A,5,1.0585,,-0.6102,,N/A,5,1.5082,,01/01/2017,12/31/2018,0.3704,,Yes,
FINLEY HOSPITAL,160117,IA,2020,07/01/2016,06/30/2018,-0.7622,,-1.4459,,-0.5776,,-1.5000,,-1.4453,,-0.3910,,01/01/2017,12/31/2018,-1.0203,,No,
FORT MADISON COMMUNITY HOSPITAL,160122,IA,2020,07/01/2016,06/30/2018,-0.4213,,N/A,5,N/A,5,N/A,5,N/A,5,0.7569,,01/01/2017,12/31/2018,0.1678,,No,
LAKES REGIONAL HEALTHCARE,160124,IA,2020,07/01/2016,06/30/2018,-0.3789,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.7960,,Yes,
ST LUKES REGIONAL MEDICAL CENTER,160146,IA,2020,07/01/2016,06/30/2018,1.4305,,0.0678,,-0.6935,,-0.4426,,0.9352,,1.4811,,01/01/2017,12/31/2018,0.4631,,Yes,
GRINNELL REGIONAL MEDICAL CENTER,160147,IA,2020,07/01/2016,06/30/2018,-0.3082,,N/A,5,N/A,5,N/A,5,N/A,5,0.5045,,01/01/2017,12/31/2018,0.0981,,No,
MERCY MEDICAL CENTER-SIOUX CITY,160153,IA,2020,07/01/2016,06/30/2018,-0.0412,,-0.8771,,-0.9501,,-0.6102,,-0.4612,,1.3639,,01/01/2017,12/31/2018,-0.2626,,No,
VIA CHRISTI HOSPITAL PITTSBURG INC,170006,KS,2020,07/01/2016,06/30/2018,-0.6623,,-0.6065,,-1.5354,,-1.5000,,N/A,5,-1.2775,,01/01/2017,12/31/2018,-1.1164,,No,
SAINT JOHN HOSPITAL,170009,KS,2020,07/01/2016,06/30/2018,-0.3041,,N/A,5,N/A,5,N/A,5,N/A,5,1.3219,,01/01/2017,12/31/2018,0.5089,,Yes,
SALINA REGIONAL HEALTH CENTER,170012,KS,2020,07/01/2016,06/30/2018,0.8783,,0.5770,,-0.3819,,0.5706,,1.6520,,0.8861,,01/01/2017,12/31/2018,0.6970,,Yes,
HAYS MEDICAL CENTER,170013,KS,2020,07/01/2016,06/30/2018,0.0055,,-1.4459,,-0.2755,,-1.5000,,N/A,5,-1.0461,,01/01/2017,12/31/2018,-0.8524,,No,
ADVENTHEALTH OTTAWA,170014,KS,2020,07/01/2016,06/30/2018,-0.3846,,N/A,5,N/A,5,N/A,5,N/A,5,-0.9319,,01/01/2017,12/31/2018,-0.6582,,No,
UNIVERSITY OF KANSAS HLTH SYSTEM ST FRANCIS CAMPUS,170016,KS,2020,07/01/2016,06/30/2018,-0.1870,,-1.0581,,-0.8741,,0.0529,,2.2502,,0.7209,,01/01/2017,12/31/2018,0.1508,,No,
SUSAN B ALLEN MEMORIAL HOSPITAL,170017,KS,2020,07/01/2016,06/30/2018,-0.5556,,N/A,5,N/A,5,N/A,5,N/A,5,1.2918,,01/01/2017,12/31/2018,0.3681,,Yes,
HUTCHINSON REGIONAL MEDICAL CENTER INC,170020,KS,2020,07/01/2016,06/30/2018,-0.2455,,0.1970,,-0.5377,,0.1929,,-0.5267,,-0.7726,,01/01/2017,12/31/2018,-0.2821,,No,
ST CATHERINE HOSPITAL,170023,KS,2020,07/01/2016,06/30/2018,1.7334,,-0.4375,,-1.5354,,-1.5000,,-1.4453,,-0.2347,,01/01/2017,12/31/2018,-0.5699,,No,
PRATT REGIONAL MEDICAL CENTER,170027,KS,2020,07/01/2016,06/30/2018,0.6637,,N/A,5,-1.5354,,N/A,5,N/A,5,-1.3135,,01/01/2017,12/31/2018,-0.7284,,No,
SUMNER COMMUNITY HOSPITAL,170039,KS,2020,07/01/2016,06/30/2018,0.0526,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-0.9550,,No,
UNIVERSITY OF KANSAS HOSPITAL,170040,KS,2020,07/01/2016,06/30/2018,-0.5548,,0.0439,,0.4162,,1.1214,,-0.3834,,1.2137,,01/01/2017,12/31/2018,0.3095,,No,
OLATHE MEDICAL CENTER,170049,KS,2020,07/01/2016,06/30/2018,2.3575,,-0.2943,,-0.3344,,0.9335,,-1.0701,,-0.5743,,01/01/2017,12/31/2018,0.1697,,No,
SOUTHWEST MEDICAL CENTER,170068,KS,2020,07/01/2016,06/30/2018,2.3575,,-1.4459,,0.6614,,0.3274,,N/A,5,-0.7606,,01/01/2017,12/31/2018,0.2279,,No,
GEARY COMMUNITY HOSPITAL,170074,KS,2020,07/01/2016,06/30/2018,-0.3239,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.8235,,Yes,
"MERCY HOSPITAL, INC",170075,KS,2020,07/01/2016,06/30/2018,-0.0279,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.0279,,No,
STORMONT VAIL HOSPITAL,170086,KS,2020,07/01/2016,06/30/2018,0.5027,,0.0319,,-0.1615,,2.0996,,1.2980,,0.9913,,01/01/2017,12/31/2018,0.7937,,Yes,
NEWTON MEDICAL CENTER,170103,KS,2020,07/01/2016,06/30/2018,-0.2283,,-0.5131,,-0.7886,,-1.5000,,N/A,5,1.9710,,01/01/2017,12/31/2018,-0.2118,,No,
ADVENTHEALTH SHAWNEE MISSION,170104,KS,2020,07/01/2016,06/30/2018,-0.9459,,-0.1471,,-0.2470,,0.0935,,-1.2595,,-0.8808,,01/01/2017,12/31/2018,-0.5645,,No,
MCPHERSON HOSPITAL INC,170105,KS,2020,07/01/2016,06/30/2018,-0.3291,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.8209,,Yes,
MIAMI COUNTY MEDICAL CENTER,170109,KS,2020,07/01/2016,06/30/2018,0.0028,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-0.9799,,No,
BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,170110,KS,2020,07/01/2016,06/30/2018,0.0087,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0087,,No,
LABETTE HEALTH,170120,KS,2020,07/01/2016,06/30/2018,0.3301,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-0.8163,,No,
"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",170122,KS,2020,07/01/2016,06/30/2018,1.0115,,0.6983,,0.0191,,-0.4187,,-0.0294,,0.4865,,01/01/2017,12/31/2018,0.2945,,No,
WESLEY MEDICAL CENTER,170123,KS,2020,07/01/2016,06/30/2018,-1.5258,,-0.3042,,-0.0569,,-0.0594,,-0.0807,,-0.8508,,01/01/2017,12/31/2018,-0.4796,,No,
SAINT LUKE'S CUSHING HOSPITAL,170133,KS,2020,07/01/2016,06/30/2018,0.1513,,N/A,5,N/A,5,N/A,5,N/A,5,-0.2438,,01/01/2017,12/31/2018,-0.0462,,No,
LAWRENCE MEMORIAL HOSPITAL,170137,KS,2020,07/01/2016,06/30/2018,1.1133,,-1.4459,,1.1155,,-0.5734,,-1.4453,,-0.0364,,01/01/2017,12/31/2018,-0.2120,,No,
"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",170142,KS,2020,07/01/2016,06/30/2018,-0.3239,,-1.4459,,1.1079,,1.7348,,-1.4453,,0.7629,,01/01/2017,12/31/2018,0.0651,,No,
"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",170145,KS,2020,07/01/2016,06/30/2018,-0.3532,,N/A,5,N/A,5,-1.5000,,N/A,5,-1.2474,,01/01/2017,12/31/2018,-1.0336,,No,
PROVIDENCE MEDICAL CENTER,170146,KS,2020,07/01/2016,06/30/2018,-1.5258,,0.2607,,0.8096,,-0.2860,,0.4768,,0.2791,,01/01/2017,12/31/2018,0.0024,,No,
SOUTH CENTRAL KS  MED CENTER,170150,KS,2020,07/01/2016,06/30/2018,0.2751,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-0.8437,,No,
MORTON COUNTY HOSPITAL,170166,KS,2020,07/01/2016,06/30/2018,0.0397,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0397,,No,
WESTERN PLAINS MEDICAL COMPLEX,170175,KS,2020,07/01/2016,06/30/2018,-0.3043,,N/A,5,-1.5354,,N/A,5,N/A,5,-1.0311,,01/01/2017,12/31/2018,-0.9569,,No,
OVERLAND PARK REG MED CTR,170176,KS,2020,07/01/2016,06/30/2018,0.0332,,0.8435,,0.4276,,-0.7871,,-0.5922,,0.4654,,01/01/2017,12/31/2018,0.0651,,No,
MENORAH MEDICAL CENTER,170182,KS,2020,07/01/2016,06/30/2018,-1.4782,,0.2328,,0.8723,,-0.3044,,0.1087,,1.3549,,01/01/2017,12/31/2018,0.1310,,No,
KANSAS SURGERY & RECOVERY CENTER,170183,KS,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.7442,,No,
SAINT LUKE'S SOUTH HOSPITAL,170185,KS,2020,07/01/2016,06/30/2018,-1.0626,,-0.4415,,2.1854,,-0.9032,,2.2502,,0.0057,,01/01/2017,12/31/2018,0.3390,,Yes,
KANSAS HEART HOSPITAL,170186,KS,2020,07/01/2016,06/30/2018,-1.5258,,1.3666,,1.6457,,N/A,5,N/A,5,1.6735,,01/01/2017,12/31/2018,0.7900,,Yes,
SALINA SURGICAL HOSPITAL,170187,KS,2020,07/01/2016,06/30/2018,-1.3069,,N/A,5,N/A,5,0.7861,,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.2604,,No,
KANSAS CITY ORTHOPAEDIC INSTITUTE,170188,KS,2020,07/01/2016,06/30/2018,-0.8239,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.8239,,No,
MANHATTAN SURGICAL HOSPITAL LLC,170190,KS,2020,07/01/2016,06/30/2018,-0.5940,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.5940,,No,
UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,170191,KS,2020,07/01/2016,06/30/2018,-0.4454,,N/A,5,N/A,5,N/A,5,N/A,5,1.6164,,01/01/2017,12/31/2018,0.5855,,Yes,
DOCTORS HOSPITAL LLC,170194,KS,2020,07/01/2016,06/30/2018,-0.4131,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.4131,,No,
"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",170196,KS,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.7442,,No,
KANSAS MEDICAL CENTER LLC,170197,KS,2020,07/01/2016,06/30/2018,-0.3517,,-1.4459,,-0.4218,,2.0996,,N/A,5,-0.9559,,01/01/2017,12/31/2018,-0.2152,,No,
"SUMMIT SURGICAL, LLC",170198,KS,2020,07/01/2016,06/30/2018,-0.3230,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.3230,,No,
MINIMALLY INVASIVE SURGERY HOSPITAL,170199,KS,2020,07/01/2016,06/30/2018,-0.1249,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.1249,,No,
"ASCENSION VIA CHRISTI HOSPITAL ST. TERESA, INC.",170200,KS,2020,07/01/2016,06/30/2018,1.0812,,-0.0775,,2.1854,,-0.3008,,N/A,5,1.5923,,01/01/2017,12/31/2018,0.8961,,Yes,
"PINNACLE REGIONAL HOSPITAL, INC",170201,KS,2020,07/01/2016,06/30/2018,-0.2463,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.2463,,No,
PREMIER SURGICAL INSTITUTE,170203,KS,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-1.5258,,No,
